user_id	playtime_forever	playtime_2weeks	appid
	73		8930
	0		33950
	144		22380
	508		42700
	72		42710
	490		12210
	138		12220
	0		4560
	0		228200
	2		42910
	609		620
	249		105600
	136		33440
	95		50130
	0		65790
	61		72850
	0		3830
	18		65800
	0		65730
	760		55230
	0		4700
	363		2400
	40		2420
	0		2430
	1		209830
	119		207430
	0		203630
	0		211600
	0		208140
	103		104900
	0		200260
	0		12750
	109		91310
	1375		113200
	0		98800
	164		209080
	102		215280
	58		202170
	12750		730
	24		204300
	223		204360
	95		219640
	553		49520
	0		65740
	83		203140
	52		219150
	95		204630
	6		223470
	76		220240
	11		202970
	726		202990
	944		212910
	99		113020
	0		228260
	163		57690
	0		6370
	0		36620
	18		51100
	2		99900
	0		109600
	277		113400
	472		200210
	542		208090
	0		212070
	22		212800
	31		218230
	639	279	230410
	269		236390
	211		238960
	19		243870
	11		286080
	75		39000
	0		209870
	371		214420
	0		223710
	0		233630
	77		237310
	0		239660
	1		248570
	0		250420
	60		265630
	19		271290
	2		202090
	207		206500
	0		216150
	0		223750
	0		224260
	2		226320
	6		253710
	32		224580
	0		204240
	0		225420
	486		233450
	30		233740
	159		230050
	188		233720
	1		220200
	18		35450
	68		210770
	145		206190
	227		242760
	13		233250
	199		41070
	20		33910
	49		244850
	155		237110
	30		224540
	1821		206420
	0		218820
	64		234390
	4701		218620
	651		239030
	0		244590
	0		239070
	0		248310
	110		209000
	26		248820
	490		239350
	3162		235600
	1148		239820
	0		225280
	0		250280
	0		468650
	136		250340
	27		250580
	5258		250900
	4		252410
	1371		252490
	2920	34	252950
	2		253030
	21		208610
	58		245170
	192		236450
	2		224860
	10		242050
	0		257120
	0		257890
	13		221910
	117		260430
	8		244930
	76		233700
	26		261760
	16		238430
	90		264200
	0		264690
	355		265930
	26		266430
	13		233150
	130		221100
	1267		268750
	0		268850
	0		269370
	678		269770
	0		237950
	0		65780
	0		272470
	182		94400
	6		273110
	0		274310
	547		222880
	13		225140
	74		225840
	208		246620
	43		282440
	13		282780
	115		285580
	361		285900
	367		286160
	127		274190
	0		290930
	99		291550
	0		261510
	0		293260
	18		293560
	52		294160
	257		295110
	0		362300
	3165		433850
	0		439700
	6		222900
	0		41050
	0		41060
	0		227780
	232		296470
	0		298240
	0		298260
	359		238460
	5		214190
	0		301480
	174		301520
	475		301910
	2		302830
	0		303470
	0		304030
	2179		304050
	28		304270
	2562		304930
	14		305070
	23		63380
	0		306830
	0		302380
	0		227700
	68		311690
	19		312280
	0		291480
	0		244630
	44		312990
	0		268420
	0		227940
	5		232430
	0		314280
	28		269210
	0		315640
	0		316010
	0		317040
	138		317360
	46		317400
	73		313340
	148		209650
	444		209660
	3		258160
	0		205790
	0		321040
	0		321150
	0		17580
	46		322110
	5		323370
	50		301970
	681		322330
	1		305050
	162		258970
	1		326960
	0		326990
	89		24240
	0		329380
	0		17570
	112		332500
	0		332710
	752		323470
	10		333930
	2810		334230
	1		335150
	11		277950
	0		339120
	175		339610
	591		242680
	0		341190
	72		338170
	13		12120
	0		12250
	8867		271590
	632		346110
	0		407530
	698		346900
	0		348250
	18		349480
	8		349580
	514		298630
	0		339280
	13		351800
	2		353360
	1		354640
	494		326460
	183		359960
	475		232090
	0		232150
	94		360870
	113		360940
	0		361740
	0		361760
	0		361770
	0		363490
	45		363970
	70		364470
	143		1250
	0		35420
	0		366844
	0		366890
	237		368340
	0		360480
	395	23	312530
	3690		381210
	194		383980
	107		385770
	49		386360
	1726		287700
	36		389570
	219		352460
	1		394380
	462		394690
	1		395520
	38	3	398710
	1		399750
	0		57300
	14920		311210
	120		455130
	33		299360
	115		236110
	300		225540
	0		414730
	28		417860
	0		360730
	29		431240
	67		433950
	31		436820
	469		438740
	1		427920
	92		444090
	0		596350
	14		444640
	15		396030
	0		446750
	8		446770
	34		450390
	0		452710
	77		457550
	1		375600
	219		379720
	31		468700
	5		469990
	26		471710
	358		474750
	0		369200
	16		485650
	0		48000
	87		273350
	4		500360
	3		502550
	5		505750
	59		512490
	353		512900
	33		324810
	2		529110
	2		533970
	0		550040
	384		292730
	134		557810
	0		402560
	6		565030
	2		567090
	48		568810
	3		489520
	196		578080
	0		578310
	157		588430
	6		589870
	94		610080
	0		626680
	0		9480
	282	1	641990
	168		643270
	4		652980
	1		653220
	0		323580
	0		233130
	8	8	255520
	3		22350
	0		15700
	0		308040
7.65612E+16	28		42500
	0		92100
	6821		105600
	764		91700
	0		7760
	0		33910
	5042		33930
	1		65700
	7		65720
	0		65780
	0		65790
	1		107430
	0		219540
	282		41070
	0		564310
	643		201700
	0		209100
	0		12750
	375		209080
	656		204630
	404		204360
	0		57690
	2119		207230
	44		39000
	446		223710
	374		224260
	0		224220
	1156		219640
	0		253940
	96		253980
	0		254020
	2821		219990
	0		259280
	0		259300
	1005		262060
	874		264140
	0		264200
	0		265210
	2794		222880
	73		274900
	43		280440
	24		285840
	135		289090
	0		292570
	0		293180
	4018		286160
	989		238460
	25		227940
	1167		321040
	1273		305620
	13181		218620
	1034		250900
	0		351470
	1747		35450
	1658		360170
	31		384090
	1911		387990
	133		299360
	0		50620
	1380		388410
	2178		462780
	2388		219740
	4909		322330
	0		310380
	7		457140
	0		48000
	0		443080
	2063		273350
	0		252850
	0		463150
7.65612E+16	0		240
	394		3320
	8190		4000
	86		400
	807		11450
	452		29900
	2491		22330
	31		22320
	313		17390
	124		17440
	29		24720
	0		2100
	0		2130
	0		15170
	797		15370
	0		15380
	0		6060
	3013		22370
	63		8850
	0		409720
	2348		15620
	991		20570
	1318		42650
	24720		22380
	727		8980
	1800		42910
	924		620
	19742		105600
	0		91700
	616		91310
	3534		8930
	550		113200
	48		48240
	0		205790
	473		204030
	398		47890
	0		208580
	232		204880
	1336		207430
	476		205730
	1646		207610
	0		32370
	1876		97330
	0		4570
	0		4580
	0		9310
	0		9450
	972		56400
	261		98800
	221		209080
	0		212680
	735		204360
	1246		49520
	16		4560
	0		9340
	0		20540
	496		43110
	1513		50620
	0		55110
	0		228200
	0		462780
	490		218680
	52		45740
	451		45770
	519		50650
	0		388410
	344		11610
	84		212800
	74		218230
	95735	243	230410
	0		39120
	236		237310
	23		271290
	2210		226320
	377		233740
	188		230050
	477		233450
	10		227680
	853		8870
	1774		219740
	3363		322330
	124		222730
	2323		72850
	16		241600
	493		242760
	782		242920
	400		233250
	148		208140
	16160		244850
	1973		246900
	5		255520
	47		265210
	241		224060
	6304		248820
	19		239350
	21		249630
	608		232810
	0		422420
	145		2870
	0		250320
	1012		250900
	599		251130
	40		252250
	681		252490
	129		252670
	88		253650
	67		244810
	1049		257170
	167		247730
	2170		250400
	26		264140
	411		264710
	71		108600
	20		257750
	81		265930
	437		266840
	1124		211820
	0		367540
	13		25000
	0		234190
	191		268830
	320		232790
	191		224480
	496		274920
	37		251570
	1889	183	280220
	110		268750
	65		281690
	268	22	246620
	2		286340
	933		289070
	106		233290
	1626	160	286160
	496		228180
	0		214190
	263		304650
	29		304930
	76		305940
	0		9480
	0		55230
	422		206420
	111		237850
	129		215080
	106		313740
	35		319560
	136		258520
	0		400430
	45		265550
	667		258970
	257		261640
	269		274940
	132		332310
	66		305620
	864		282070
	74		333950
	0		349110
	31		338930
	599		319630
	77		242680
	801		339800
	103		345520
	289		346010
	10219		346110
	0		407530
	173		348360
	421		359320
	0		360150
	540		360170
	375	61	361420
	47		362350
	0		365170
	0		238370
	0		397080
	32		374040
	54		257400
	11480		377160
	0		367910
	0		367930
	0		367950
	1179		383080
	46		383120
	0		530870
	1039		386360
	9		388060
	36		388210
	44		352460
	190		391540
	86		402180
	549		403190
	131		394510
	342		422900
	8221		427520
	689		433340
	143		449710
	477	72	457140
	293		281990
	133		466560
	85		486310
	310		442080
	42		273350
	0		489830
	153		8500
	274		588430
	2067	2067	435150
7.65612E+16	279		50
	423		70
	119		130
	670		220
	18		340
	0		320
	0		360
	218		380
	25430		4000
	23		240
	1893		6860
	22		4540
	0		475150
	8		4560
	2703		228200
	0		7670
	287		409710
	682		9340
	202		420
	818		11450
	934		15120
	6037		10090
	188		17410
	3655		1250
	32		35420
	17		3590
	39		33900
	1006		10150
	564		12810
	86		6060
	80		6000
	149		32370
	491		20500
	4834		550
	0		223530
	954		41000
	0		564310
	409		32430
	2955		22370
	1078		8190
	509		41010
	1469		50130
	8		12210
	3		12220
	535		31280
	849		47890
	1421		42910
	452		48190
	55		70000
	99		620
	233		8200
	309		8210
	141		8220
	198		8240
	148		8250
	204		8260
	163		8270
	141		8280
	106		8290
	120		8300
	272		31220
	94		31230
	26		31240
	0		31250
	0		31260
	6100		105600
	1		46500
	8		46510
	313		21100
	4		17470
	861		47780
	29		27940
	70		55150
	5058		24240
	682		17710
	1250		113200
	8081		72850
	731		41070
	29		64000
	233		204340
	5614		22380
	191		201070
	721		63380
	45		104900
	345		108800
	571		204100
	134		212630
	7765	394	211420
	37		209080
	12058		730
	0		204300
	208		204360
	98		200710
	756		219150
	480		200510
	1		205790
	92		214560
	1027		219640
	0		219910
	228		4920
	719		223470
	1385		219740
	1098		322330
	946		203140
	13		205930
	289		201790
	266		218680
	161		113020
	20		226700
	2		49540
	7		51100
	39		102700
	215		113400
	5		200210
	317		208090
	384		218130
	255		218230
	220		230410
	1248		238960
	86		39000
	282		223710
	166		265630
	1339		224260
	369		239220
	106		245550
	0		343450
	22		227220
	9		230050
	2216		233450
	137		232950
	16		233720
	1696		216250
	805		234710
	91		222730
	2		65930
	593		35450
	679		10680
	22618		218620
	3365		242760
	79		242880
	537		231430
	40		244850
	300		224540
	589		246900
	42		255520
	35		265210
	48		239030
	683		239070
	116		248820
	51		233840
	268		235600
	439		239820
	300		250900
	24		207140
	0		252490
	71		252950
	67		254200
	345		205100
	2093		49520
	0		255320
	336		249870
	1513		242050
	218		239160
	405		233130
	955		250400
	629		247910
	355		238430
	95		261180
	572		261640
	400		262120
	176		263760
	10		264140
	107		264200
	36		264710
	56		264730
	155		108600
	96		266010
	1656		211820
	0		367540
	59		268750
	97		4500
	180		20510
	132		41700
	1386		8930
	4018		271590
	4		271670
	0		214490
	9		273110
	85		254700
	15		274310
	347		222880
	51		274520
	277		251570
	408		225840
	31		279260
	353		280160
	489		246620
	349	1	285900
	2158		286160
	762		287700
	1703		8870
	4		289690
	73		290930
	78		270550
	898		201810
	402		222900
	57		238460
	11		301520
	2627		304050
	28		304930
	627		38410
	423		9480
	1553		55230
	1136		206420
	0		291480
	0		314410
	123		247080
	0		317360
	53		317400
	15		263480
	28		319510
	558		253430
	0		321360
	3		312150
	857		274170
	294		322110
	284		322210
	79		236370
	0		323850
	3		307690
	436		326460
	234		305620
	13		333930
	208		249050
	18		333950
	0		349110
	707		334230
	2695		335300
	0		336300
	575		301910
	13		242680
	12		341190
	16		317530
	68		342300
	0		351570
	4		202090
	810		238370
	0		397080
	30		311560
	107	92	350080
	187		355180
	2103		235540
	1		356640
	0		359050
	12		360150
	162		360170
	2359		232090
	0		232150
	26		361420
	52		363970
	1		365720
	2		366090
	0		366844
	0		367520
	30		371510
	155		371970
	5885	197	377160
	390		236870
	3		380840
	201		381120
	3644		381210
	15		383080
	204		383150
	0		384180
	6520		386360
	1		386880
	305		386940
	207		291550
	0		214770
	0		275390
	240		352460
	9		393530
	2645		394690
	781		391540
	0		400450
	44		401680
	1013		402710
	2559		311210
	0		455130
	742		238090
	42		299360
	71		236110
	104		413150
	14		225540
	751		290530
	258		416680
	985		368500
	549		243470
	1615		427520
	5402		359550
	0		623990
	334		245620
	261		431240
	218		434570
	350		434730
	6		436110
	0		437920
	982		384490
	3353	267	438740
	55		244930
	1422		444090
	0		596350
	549		449800
	83		431180
	0		382050
	359		273350
	0		402570
	219		512250
	201		571740
	341		578080
	17		581630
	564		304390
	0		654310
	796	796	356190
	219		597220
	0		368420
	380		531800
	339		641990
	0		323580
7.65612E+16	787		220
	0		340
	17665		4000
	57		400
	0		2500
	3		11200
	1173		3590
	726		33900
	132		13570
	619		550
	0		223530
	7		38210
	516		33930
	33		219540
	0		8980
	145		42910
	111		620
	12		72200
	16206		105600
	85		46540
	67		27940
	119		113200
	2		55230
	11410		72850
	90		41070
	0		564310
	37		104900
	3053		91310
	185		209080
	565		215280
	109		204360
	1665		49520
	0		202970
	444	8	202990
	2145	848	212910
	8040		200710
	126		219150
	12		215510
	392		211400
	67		223470
	652		51100
	164		102700
	3		107900
	0		113400
	0		113420
	2552		200210
	29		203290
	6		208090
	427		212070
	98		212160
	9		212200
	0		212500
	168		218230
	38362	173	230410
	584		236390
	5038		243870
	117		39000
	2469		209870
	6		214420
	0		237310
	1543		248570
	10		250420
	171		265630
	6		271290
	613		206500
	15		216150
	0		224260
	8		246280
	132		253710
	556		224580
	1		65700
	1		65720
	34		203160
	0		65790
	422		233450
	304		220160
	183		233720
	1002		113020
	2073		219740
	899		322330
	43		228300
	457		220200
	301		43160
	288		215530
	43		206190
	153		35720
	2536		233980
	389		236370
	1359		242760
	1754		244850
	237		237110
	942		218820
	97		234390
	65		225080
	243		239070
	1174		248610
	13		241720
	40		248970
	593		218620
	26		238280
	300		219640
	147		251470
	736		251570
	93		252330
	1911		252490
	865		241540
	292		258050
	1560		250400
	351		247910
	65		259700
	1187		247730
	94		219830
	154		261530
	2753		263060
	125		263760
	2151		248820
	44		264730
	1133		108600
	223		265210
	200		265930
	181		265990
	9895		211820
	0		367540
	46662		221100
	339		249050
	378		268750
	5673		270150
	35		270550
	6577		239840
	484		224480
	393		274230
	25		274290
	1120		222880
	67		274500
	1249		274520
	1605		237870
	129		274920
	1587		222900
	9		281920
	22		285580
	584		285900
	203		289600
	2249		295110
	0		362300
	5		433850
	0		439700
	286		238460
	368		237930
	297		214190
	2868		301520
	809		302590
	6351		302830
	640		243470
	211		304030
	12055		304050
	116538	133	304930
	202		238090
	585		306830
	422		307880
	4		227700
	151		291480
	57		312990
	348		313080
	361		313120
	555		227940
	4522		269210
	4508		239140
	13		315430
	229		315460
	25		317250
	24		317360
	60		317470
	0		293500
	0		318430
	140		320040
	125		233610
	89		221380
	3326		323220
	1051		326460
	49		208750
	379		327890
	122		261640
	65		328710
	0		331181
	563		274940
	40301	1241	730
	117		305620
	230		332570
	1040		282070
	25		333930
	661		335240
	4		335330
	18		335670
	2		331220
	488		337320
	300		339350
	168		339440
	364		242680
	203		340490
	0		316390
	208		334040
	1079		344760
	156		346010
	356		346110
	0		407530
	1252		346120
	0		346900
	107		348670
	322		346970
	178		352520
	0		355180
	0		355840
	27		355910
	12509	1933	306130
	120		360170
	114		360620
	398		361420
	261		364420
	666		365590
	0		524440
	246		371510
	189		292030
	138		376210
	80		341940
	3800		377160
	276		312530
	58		381020
	219		382110
	0		383080
	134		386940
	835		291550
	16		389570
	250		352460
	78		393410
	439		393420
	0		445900
	94		394690
	638		394970
	109		397150
	6		400240
	43		234140
	389		406130
	365		410110
	3841		271590
	71		414510
	0		417890
	173		430440
	90		427730
	117		431240
	449		384490
	377		444090
	0		596350
	38		444490
	0		446150
	3340		107410
	221		448240
	1250		460930
	20		467570
	0		467820
	1964	58	473690
	306		477160
	790	1	359550
	0		623990
	160		489140
	1		513560
	1397		524220
	416		530700
	220		418370
	21		469820
	398		489830
	238		550010
	74		563560
	8871	1612	578080
	284		581630
	21		584170
	581		584210
	4		592890
	25		604490
	659		332310
	0		607200
	38		613730
7.65612E+16	126		240
	42675		4000
	12		12900
	0		20
	11		50
	0		70
	0		130
	391		220
	98		280
	12		320
	14		340
	2		360
	0		380
	0		420
	4068		20900
	374		10090
	496		13500
	1		13530
	10		24740
	153		9870
	792		6060
	66		41500
	4601		550
	0		223530
	0		8190
	87		13600
	2567		57300
	7		40800
	883		47780
	503		400
	1965		620
	643		105600
	1239		20920
	1022		24240
	462		110800
	277		58610
	0		205790
	4		207250
	246		104900
	580		108800
	280		108710
	1		202750
	24		209080
	3656		215280
	368		730
	39		200710
	455		205100
	0		223470
	3		213610
	151		51100
	161		109600
	80		208090
	105		212500
	0		218230
	72		230410
	0		243870
	120		39000
	40		39120
	243		209870
	22		218470
	151		223710
	22		242720
	1		271290
	0		241640
	0		253710
	3358		8930
	456		203160
	2455		107410
	2292		224600
	0		113020
	3		224760
	0		12140
	0		12150
	42		204100
	670		72850
	145		241600
	1779		242760
	2277		1250
	0		35420
	296		237110
	701		91310
	0		216250
	961		224060
	2201		218620
	1338		238320
	1012		239200
	79		219640
	0		207140
	56		251810
	0		252330
	4340		252490
	26		252950
	21		244810
	0		22120
	0		22140
	15		22180
	781		251170
	435		49520
	0		94400
	62		221910
	613		247730
	758		238430
	102		264710
	39		264730
	145		265930
	279		211820
	0		367540
	1034		221100
	282	282	268910
	618		7670
	0		8850
	487		8870
	0		409710
	0		409720
	7152		236430
	255		282140
	3733		287700
	16730		292030
	1280		201810
	349		295110
	0		362300
	0		433850
	0		439700
	0		222900
	0		35450
	0		236830
	14		298260
	21		204360
	615		238460
	93		203140
	0		205930
	165		286690
	0		287390
	0		301520
	174		301640
	0		65790
	37		304930
	0		306830
	34		227700
	666		9900
	0		291480
	1		227940
	505		206420
	401		10150
	183		115320
	1290		239140
	27		317360
	8		317470
	22		233720
	292		319510
	727		42700
	17		42710
	0		214630
	0		214640
	1692		214490
	580	580	241930
	52		307690
	316		211420
	187		274940
	152		332800
	5		335670
	85		219740
	11		322330
	437		250900
	402		273350
	160		319630
	220		346110
	0		407530
	6004		335300
	97		354140
	0		356670
	6365		271590
	164		232090
	0		232150
	2454		311210
	0		366844
	0		455130
	10		35140
	0		200260
	9817		208650
	3		209000
	0		267490
	1148		368500
	3962		377160
	7144		365590
	0		524440
	15		10680
	11		49540
	164		388090
	931		352460
	994		234140
	0		403640
	3040		359550
	0		623990
	4037		374320
	1408		447040
	979		292730
	161		393080
	159		393100
	1788		379720
	738		304390
	0		654310
	1254		498240
	1046		433300
	51		433320
	305		360430
	2673		489830
	82		550040
	457		424840
7.65612E+16	2091		72850
	0		11610
	260		212500
	0		236390
	0		238960
	14		246280
	9		253710
	354		35720
	52		242760
	310		242920
	5		225080
	2626		252950
	25		245620
	1		219990
	580		261030
	2916		39210
	386		291860
	161		296470
	96		304050
	1129		241930
	0		323370
	6		323580
	175		346110
	1		407530
	2624		255710
	31		368360
	1302		322330
	191		383870
	48		352460
	357		391720
	329		429570
	238		433100
	0		438040
	42		466560
	2319		489830
	517		496460
	10		497640
	0		442080
	33		501300
	1259		292030
	0		530620
	330		536220
	558		418370
	1073		493340
	57		582500
	341		588430
	101		672630
7.65612E+16	212		10
	0		80
	0		100
	14426		240
	0		300
